TRTID10,decade,R_VAC,HU_ln,P_NONWHT,a_hinc
39035137102,1980,243,8.464425126,0.078065839,5.425047178
39035137102,1990,180,7.741533589,0.043469346,5.397415807
39035137102,2000,58,7.365180126,0.0674801,7.171496237
39035137102,2010,150,7.142827401,0.382128587,2.9792
39035137103,1970,24,7.115582126,0.005250342,6.292958926
39035137103,1980,183,8.432724035,0.166782199,5.022412789
39035137103,1990,44,6.33150185,0.043469346,5.397415742
39035137103,2000,79,7.073269717,0.104705999,5.179659603
39035137103,2010,364,8.104703468,0.211826443,3.5579
39035138105,1970,7,6.22059017,0.014958355,6.763666354
39035138105,1980,99,8.246958033,0.129530612,3.48123472
39035138105,1990,86,7.006695227,0.043469346,5.397415569
39035138105,2000,155,7.748028524,0.104705985,5.179659602
39035138105,2010,1030,7.798112629,0.022755228,3.6719
39035138106,1970,10,6.620073207,0.014501774,6.728507813
39035138106,1980,156,8.842893331,0.335771931,3.894385492
39035138106,1990,17,6.469250317,0.180609762,5.266326346
39035138106,2000,24,6.54534966,0.233133052,5.005885982
39035138106,2010,167,7.215239979,0.091193738,2.0324
39035138107,1970,10,7.314552832,0.003279784,6.778823953
39035138107,1980,110,8.22684089,0.099038118,3.545836445
39035138107,1990,87,7.290292882,0.036836403,5.041278594
39035138107,2000,105,7.504391559,0.073212836,5.419837623
39035138107,2010,434,7.985824666,0.0330287,3.1863
39035138108,1970,7,6.966967139,0.003334539,6.822109928
39035138108,1980,271,8.3918567,0.134690955,3.959738525
39035138108,1990,16,6.352629396,0.028603688,6.416468528
39035138108,2000,49,7.598399329,0.075745527,6.632137667
39035138108,2010,516,8.177515824,0.099880779,2.9222
39035138109,1970,18,7.860185057,0.003649251,6.751002729
39035138109,1980,26,6.248042875,0.281039458,4.18334082
39035138109,1990,47,7.431299675,0.028603688,6.416468471
39035138109,2000,81,7.740664402,0.05104629,6.502235254
39035138109,2010,563,7.915713199,0.805095963,3.5171
39035138110,1970,9,7.262628601,0.003334004,6.824255285
39035138110,1980,158,8.413387023,0.173252734,4.854147723
39035138110,1990,16,6.343880434,0.028603688,6.416468483
39035138110,2000,21,6.393590754,0.053326833,8.353743638
39035138110,2010,313,7.631916513,0.723700887,2.5018
39035140100,1970,4,6.593044534,0.004494684,7.293504886
39035140100,1980,168,8.303752416,0.09802947,4.484314991
39035140100,1990,28,6.708084084,0.013802724,8.208912503
39035140100,2000,34,7.136483209,0.034420967,9.470000014
39035140301,1970,12,6.821107472,0.009438568,5.877281441
39035140301,1980,304,8.237214703,0.106277311,4.655084047
39035140301,1990,48,6.672032945,0.017282765,4.886175553
39035140301,2000,30,6.820016365,0.024370415,6.817729859
39035140301,2010,200,7.549082711,0.081834532,4.0119
39035140302,1970,16,7.129297549,0.009438568,5.877281836
39035140302,1980,124,8.496378052,0.111737502,3.660016364
39035140302,1990,138,7.385230923,0.020885757,4.184183993
39035140302,2000,137,7.725771442,0.03276974,5.942636755
39035140302,2010,265,7.687997166,0.137007874,3.9684
39035140400,1970,7,7.229113878,0.011595664,6.75034983
39035140400,1980,263,7.890956716,0.138677922,4.090945281
39035140400,1990,68,7.107425474,0.022530864,4.662004277
39035140400,2000,70,7.26612878,0.032853652,5.552316189
39035140400,2010,146,7.508787171,0.382778265,3.0711
39035140500,1970,14,7.298445102,0.003301887,6.456913887
39035140500,1980,187,7.695757991,0.137126843,4.893235533
39035140500,1990,91,7.33432935,0.01678281,6.128315437
39035140500,2000,76,7.592870288,0.038573671,6.823039494
39035140500,2010,218,7.484368643,0.424075924,3.1488
39035140600,1970,10,6.368187186,0.103742302,7.197778279
39035140600,1980,183,7.350516172,0.481246696,1.816361662
39035140600,1990,70,7.100851909,0.022968099,4.400318162
39035140600,2000,76,7.236339343,0.04707148,4.825778253
39035140600,2010,211,7.74543561,0.110169492,3.4796
39035140701,1970,22,7.124478262,0.080255205,5.133080238
39035140701,1980,112,8.373091847,0.114864863,4.156047825
39035140701,1990,73,7.44775128,0.024450231,6.900115931
39035140701,2000,57,7.331060305,0.046404292,7.204002412
39035140701,2010,163,7.329093736,0.105817175,3.6433
39035140702,1970,14,6.666956792,0.080255205,5.133080873
39035140702,1980,219,8.24170316,0.106085194,5.17966054
39035140702,1990,34,6.665683718,0.024450231,6.900116187
39035140702,2000,52,7.446001498,0.041754569,6.345101279
39035140702,2010,574,8.072155308,0.498654962,3.4261
39035140800,1970,8,6.802394763,0.041333333,7.885567667
39035140800,1980,120,7.733245647,0.146184338,3.488552191
39035140800,1990,132,7.324489979,0.02688033,4.785573378
39035140800,2000,119,7.465082736,0.033611556,5.785748397
39035140800,2010,120,6.665683718,0.470588235,2.605
39035140900,1970,4,6.683360946,0.042801556,7.587717683
39035140900,1980,446,8.387767644,0.096192025,5.66467468
39035140900,1990,93,7.068172,0.017599437,4.145622462
39035140900,2000,85,7.215975003,0.025869759,5.004125551
39035140900,2010,550,8.052933037,0.445508982,3.0742
39035141000,1970,12,6.388561406,0.079629765,3.336429736
39035141000,1980,307,8.464635941,0.301493371,3.94771957
39035141000,1990,81,7.257707677,0.036289563,5.133650411
39035141000,2000,98,7.46221494,0.071936665,5.581176007
39035141000,2010,728,7.969011781,0.344631733,4.4453
39035141100,1970,124,7.908754739,0.032091786,3.59796106
39035141100,1980,201,7.73587032,0.076133116,6.435388726
39035141100,1990,94,7.394493107,0.022976138,4.398299266
39035141100,2000,103,7.529943371,0.047084119,4.823071645
39035141100,2010,241,7.527793988,0.822553897,2.0665
39035141200,1970,32,7.416378479,0.027298274,5.61584382
39035141200,1980,56,7.503840747,0.559186818,2.658688712
39035141200,1990,422,7.661056382,0.013393641,2.86436095
39035141200,2000,456,7.839525582,0.029667852,3.559500722
39035141200,2010,294,7.167809184,0.869233702,1.8221
39035141300,1970,20,6.828712072,0.041894941,7.834269578
39035141300,1980,63,5.986452005,0.374626859,2.743322062
39035141300,1990,275,7.798112629,0.013850956,2.904455072
39035141300,2000,289,7.824845691,0.050362457,2.843746602
39035141300,2010,305,7.349230825,0.745144804,2.4375
39035141400,1970,9,6.845879875,0.0213533,10.28986764
39035141400,1980,66,7.140453043,0.073376864,9.600660518
39035141400,1990,335,7.296413269,0.010928962,2.956384662
39035141400,2000,383,7.479864131,0.040909062,3.586238945
39035141400,2010,114,6.921658184,0.541984733,4.525
39035141500,1970,10,6.710523109,0.026452906,6.223791581
39035141500,1990,350,7.206377291,0.005235603,3.565828421
39035141500,2000,336,7.211556733,0.008190325,3.795015108
39035141500,2010,239,7.796057974,0.444862627,4.5245
39035141601,1970,10,6.891625897,0.036913452,6.29951636
39035141601,1980,113,7.680637428,0.07314791,9.603385428
39035141601,1990,310,7.392031568,0.081379772,3.264191253
39035141601,2000,277,7.294377299,0.082934058,3.61101724
39035141601,2010,217,7.100027167,0.704911591,2.892
39035141602,1970,5,6.315358002,0.036913451,6.299516609
39035141602,1980,73,7.93522954,0.339451473,3.389590264
39035141602,1990,158,7.318539549,0.035290796,3.911682486
39035141602,2000,168,7.260522598,0.039544448,4.505368975
39035141602,2010,111,7.478169694,0.585550403,4.4464
39035141700,1970,9,6.501289671,0.023300048,6.517441749
39035141700,1980,238,8.539932678,0.129299557,4.674364415
39035141700,1990,59,6.7310181,0.017166344,4.047761793
39035141700,2000,78,6.999422468,0.030243519,4.139949438
39035141700,2010,101,7.650644551,0.26084453,6.1004
39035150100,1970,94,7.658227526,0.778907659,4.973715209
39035150100,1980,150,8.062432792,0.298103442,4.048378164
39035150100,1990,60,6.752270376,0.017166344,4.047761987
39035150100,2000,90,7.087573706,0.033670034,4.765419133
39035150100,2010,185,7.405495663,0.369646882,5.26
39035150300,1970,76,7.341483852,0.897250202,4.751017171
39035150300,1980,305,8.432941639,0.17546792,5.179660565
39035150300,1990,87,7.418780883,0.016570677,4.543685946
39035150300,2000,115,7.071573364,0.02587923,6.686968998
39035150300,2010,222,7.696212639,0.381828528,5.1558
39035150400,1970,52,7.271703707,0.851126793,4.513571059
39035150400,1980,361,8.027802848,0.299133281,3.208805434
39035150400,1990,25,6.173786104,0.016570605,4.543748849
39035150400,2000,79,7.670894831,0.034705882,5.02166667
39035150400,2010,198,7.56112159,0.448072467,4.2759
39035151100,1970,44,6.880384082,0.135311107,4.296390789
39035151100,1980,269,7.090076836,0.14246342,4.271718819
39035151100,1990,25,6.171700597,0.016570605,4.543748808
39035151100,2000,76,7.34601021,0.033266622,4.490403744
39035151100,2010,133,6.633318433,0.547330097,3.4148
39035151200,1970,55,7.103322063,0.135634887,4.296795951
39035151200,1980,109,8.645586406,0.277935411,3.557104262
39035151200,1990,22,6.049733455,0.016570605,4.543749026
39035151200,2000,57,6.998509642,0.040180253,4.289723737
39035151200,2010,78,6.73459166,0.759352882,2.5
39035151300,1970,107,7.53796266,0.305592146,4.367142552
39035151300,1990,37,6.568077911,0.016570605,4.543749129
39035151300,2000,135,7.451822237,0.037947997,5.021053344
39035151300,2010,166,7.169350017,0.906502931,1.6679
39035151400,1970,49,6.758094504,0.264667141,4.422661181
39035151400,1980,78,6.869014451,0.236540921,3.558606634
39035151400,1990,24,5.762051383,0.016871149,4.665690455
39035151400,2000,92,7.405495663,0.037473976,4.454094935
39035151400,2010,276,7.21303166,0.989722508,2.0617
39035151500,1970,69,6.981934677,0.471305903,4.391861225
39035151500,1980,30,5.717027701,0.255813972,4.40043297
39035151500,1990,83,7.085901464,0.017629208,4.661939886
39035151500,2000,80,7.329749689,0.041309824,4.966835339
39035151500,2010,277,7.226936018,0.984259879,1.5645
39035151600,1970,84,7.418180823,0.458073746,3.968498868
39035151600,1980,61,7.830822995,0.337438411,3.383831143
39035151600,1990,35,6.224558429,0.017942273,4.687322318
39035151600,2000,43,6.996681488,0.031476725,3.878706745
39035151600,2010,91,7.357556201,0.610932476,3.9371
39035151700,1970,45,6.996681488,0.661989854,3.840808985
39035151700,1980,299,8.601718146,0.109181834,5.159128204
39035151700,1990,54,6.64898455,0.017797485,4.684377466
39035151700,2000,70,7.17930797,0.039690862,5.422703991
39035151700,2010,130,7.460490306,0.426208323,5.8264
39035151800,1970,56,7.242082359,0.91722365,4.183617242
39035151800,1980,48,5.780743516,0.632508614,2.304173949
39035151800,1990,62,6.790097236,0.017799631,4.685425308
39035151800,2000,81,7.318539549,0.039713227,5.427415856
39035151800,2010,102,7.272398393,0.555555556,3.9965
39035152101,1970,15,7.225481473,0.003718536,6.281862577
39035152101,1980,144,7.400009517,0.113602397,5.202446461
39035152101,1990,168,7.557472902,0.013780766,4.604517507
39035152101,2000,225,7.813187268,0.03042207,4.141939652
39035152101,2010,132,7.107425474,0.722492697,3.6648
39035152102,1970,20,7.571988449,0.003718536,6.281861939
39035152102,1980,0,4.983606622,0.277439035,2.80992707
39035152102,1990,134,7.473069088,0.011601166,4.011273038
39035152102,2000,181,7.734996194,0.029687485,4.353018705
39035152102,2010,146,6.405228458,0.951923077,1.9453
39035152201,1970,29,7.145196135,0.005884151,5.517262159
39035152201,1980,189,5.908082938,0.146067412,4.194107781
39035152201,1990,211,7.0800265,0.006362826,3.068918796
39035152201,2000,194,6.972606251,0.012802926,3.745212926
39035152201,2010,170,6.710523109,0.98828125,1.7199
39035152202,1970,86,8.242756346,0.005884151,5.517262446
39035152202,1980,17,6.938284484,0.392608107,3.029523088
39035152202,1990,205,6.966967139,0.003568243,3.500016615
39035152202,2000,209,6.981005741,0.013444599,4.02869213
39035152202,2010,190,7.003974137,0.975774424,2.3023
39035152301,1970,4,6.102558595,0.002504923,6.765279386
39035152301,1980,111,6.874198495,0.08961472,5.490149584
39035152301,1990,123,7.046647278,0.006079027,3.410896629
39035152301,2000,114,7.200424893,0.021158854,3.325820715
39035152301,2010,181,6.942156706,0.911618257,2.1372
39035152302,1970,12,7.201170883,0.002310636,6.857672597
39035152302,1980,306,8.566554621,0.069045555,8.93207216
39035152302,1990,280,7.700747795,0.094920105,4.208006422
39035152302,2000,116,7.763871288,0.174533265,4.526590172
39035152302,2010,90,7.356279877,0.813000471,3.3947
39035152303,1970,24,7.891704659,0.002310636,6.857672908
39035152303,1980,94,7.668093709,0.121763576,6.057131118
39035152303,1990,38,7.150701458,0.037308509,10.70699064
39035152303,2000,47,7.263329617,0.071735297,9.882214572
39035152303,2010,214,7.516977225,0.255151655,3.337
39035152400,1970,7,6.809039306,0.008964955,5.602470078
39035152400,1980,338,8.65538869,0.103048619,6.092098016
39035152400,1990,154,7.886832999,0.069172145,6.067787944
39035152400,2000,191,7.932721027,0.134894433,5.720959063
39035152400,2010,128,6.792344427,0.702032722,2.0101
39035152501,1970,12,6.814542897,0.003163618,5.495037584
39035152501,1980,2,6.304448802,0.646869983,1.028870978
39035152501,1990,105,7.129297549,0.08175594,5.157648663
39035152501,2000,45,7.120444372,0.16710775,4.713163771
39035152501,2010,164,7.037905963,0.750566893,2.5568
39035152502,1970,33,7.787382026,0.003163618,5.495037866
39035152502,1980,275,8.373091847,0.090675635,5.057217521
39035152502,1990,132,7.862882035,0.068708475,4.75266674
39035152502,2000,97,7.872836175,0.155143897,4.503283667
39035152502,2010,53,6.335054251,0.79668349,2.15
39035152603,1970,27,7.252053952,0.020859473,5.912939792
39035152603,1980,125,7.252053952,0.460167341,1.811854592
39035152603,1990,91,7.434847875,0.11715925,4.563601279
39035152603,2000,97,7.409136444,0.198380641,4.220033562
39035152603,2010,51,6.304448802,0.944322344,1.9509
39035152604,1970,32,7.41517511,0.020818282,5.915941063
39035152604,1980,150,6.838405201,0.080988918,6.137419482
39035152604,1990,56,7.134093721,0.04137303,5.289648931
39035152604,2000,70,7.220373837,0.099191129,5.329958106
39035152604,2010,279,7.781555959,0.529238691,2.526
39035152701,1970,9,6.456769656,0.016235241,6.040878041
39035152701,1980,33,5.828945618,0.08041237,5.998951314
39035152701,1990,76,7.456454555,0.058,5.859640204
39035152701,2000,74,7.535296702,0.119365798,4.718070378
39035152701,2010,300,7.720905252,0.660012222,2.8013
39035152702,1970,23,7.36264527,0.016235241,6.040878075
39035152702,1980,425,7.436027816,0.089805812,5.297345865
39035152702,1990,155,7.819234454,0.042430246,5.338287997
39035152702,2000,106,7.924795914,0.07653063,5.654496286
39035152702,2010,244,7.738052298,0.213500482,3.1313
39035152703,1970,20,7.240649694,0.016235241,6.040877962
39035152703,1990,81,7.661997559,0.036908614,6.67728889
39035152703,2000,56,7.757051142,0.075801967,5.897686651
39035152703,2010,286,7.726653665,0.245254075,4.6097
39035153103,1970,9,7.010311867,0.00219288,8.236008095
39035153103,1980,274,7.355001921,0.075813964,10.08939591
39035153103,1990,34,6.783325201,0.055400654,5.293962468
39035153103,2000,41,6.915723449,0.106751098,5.739490497
39035153103,2010,274,7.624618986,0.135373101,3.5625
39035153104,1970,8,7.146772179,0.002386335,6.33408869
39035153104,1980,124,7.584773078,0.066573712,6.923908535
39035153104,1990,111,7.443663683,0.06094663,5.362963729
39035153104,2000,96,7.469083885,0.097091466,5.077010798
39035153104,2010,370,7.559559496,0.191319979,4.0519
39035153105,1970,8,7.17395832,0.002386335,6.334088695
39035153105,1980,62,6.228511004,0.560000004,2.198213296
39035153105,1990,86,7.474204806,0.042474608,6.948103668
39035153105,2000,57,7.538494999,0.077259485,6.260339627
39035153105,2010,100,6.72982407,0.487885463,2.1207
39035153106,1970,14,7.003974137,0.003842992,7.226644839
39035153106,1980,84,7.884576511,0.159385509,4.184592933
39035153106,1990,62,7.141245122,0.042474608,6.948103517
39035153106,2000,41,7.205635176,0.077259477,6.26033949
39035153106,2010,454,7.628517627,0.641823444,2.7273
39035153107,1970,33,7.834392303,0.004093199,7.087443566
39035153107,1990,97,7.668093709,0.039922486,5.46206961
39035153107,2000,88,7.748460024,0.106466241,5.151257656
39035153107,2010,1128,8.000014094,0.767096999,2.8634
39035154100,1970,12,6.831953566,0.00323392,5.770640296
39035154100,1980,356,8.657302899,0.091014884,6.550069508
39035154100,1990,149,7.926602599,0.048232402,6.378881477
39035154100,2000,103,7.999678579,0.094190861,5.48553995
39035154100,2010,232,7.321188557,0.347201437,4.3967
39035154200,1970,18,6.658011046,0.002902758,5.451132544
39035154200,1980,244,7.405495663,0.390845075,1.903999757
39035154200,1990,37,7.239932591,0.044924236,7.877426226
39035154200,2000,51,7.365812837,0.068048229,6.435876148
39035154200,2010,347,7.564238475,0.517829457,2.4491
39035154300,1970,2,6.214608098,0.238351255,5.969034335
39035154300,1980,181,7.786551806,0.044423208,9.974965439
39035154300,1990,255,7.618251098,0.091081109,5.30887591
39035154300,2000,138,7.74543561,0.198863636,5.166043573
39035154300,2010,169,7.419979924,0.72028506,2.6731
39035154400,1970,24,7.126890809,0.004092072,5.491511569
39035154400,1980,164,8.527539483,0.392818281,2.565291606
39035154400,1990,154,7.097548851,0.050814585,6.248340657
39035154400,2000,104,7.46565531,0.104171577,7.252210094
39035154400,2010,212,7.431891917,0.496950411,3.1543
39035154501,1970,27,7.037027615,0.001036138,6.1270681
39035154501,1980,379,8.103494278,0.064992604,7.578189319
39035154501,1990,65,7.213768308,0.042379644,9.011695776
39035154501,2000,61,7.499423291,0.070794679,8.961058289
39035154501,2010,291,7.574045005,0.335665967,2.817
39035154502,1970,42,7.459338895,0.001006261,6.132931009
39035154502,1980,280,8.521185213,0.122880841,4.406943169
39035154502,1990,52,6.047372179,0.063809308,6.146466384
39035154502,2000,27,6.226536669,0.115418167,6.107743923
39035154502,2010,354,7.503840747,0.380328782,3.0686
39035154601,1970,20,7.647786045,0.005689867,5.661596736
39035154601,1980,91,6.929516771,0.32922826,1.776799384
39035154601,1990,217,7.473637108,0.063809308,6.146466852
39035154601,2000,113,7.654443226,0.115418187,6.107744011
39035154601,2010,231,7.560601163,0.397423664,3.0222
39035154603,1970,8,7.311886164,0.001984812,6.736774199
39035154603,1980,311,9.084663764,0.068634023,6.417360498
39035154603,1990,14,5.598421959,0.025718608,6.059645858
39035154603,2000,23,5.81711116,0.057397959,4.44661236
39035154603,2010,593,7.866338923,0.416785787,2.8859
39035154604,1970,8,7.422971251,0.001984812,6.736773787
39035154604,1980,235,8.285513309,0.525286389,2.348700349
39035154604,1990,36,7.086737935,0.049265106,7.403472598
39035154604,2000,89,7.522940918,0.088068182,7.795248796
39035154604,2010,254,7.508238775,0.661905369,2.7898
39035154700,1970,35,7.160845907,0.360206718,5.27171033
39035154700,1980,194,8.308938253,0.054028565,9.465162339
39035154700,1990,78,7.334981879,0.06877178,8.26709275
39035154700,2000,111,7.798112629,0.087464325,7.996847806
39035154700,2010,194,7.244227516,0.640897756,2.7984
39035155101,1970,7,7.103322063,0.006070807,8.378366402
39035155101,1980,69,6.98471632,0.558912382,2.159402104
39035155101,1990,19,5.442417711,0.031060154,5.52147518
39035155101,2000,65,7.023758955,0.099331059,7.867498225
39035155101,2010,120,7.450660796,0.876409367,2.3913
39035155102,1970,2,5.924255797,0.006076914,8.356002848
39035155102,1980,170,8.091321274,0.063464834,9.989488357
39035155102,2000,9,5.093750201,0.099716319,7.914111389
39035155102,2010,172,6.790097236,0.246590289,4.6466
39035156101,1970,5,6.590301048,0.002132499,7.441347634
39035156101,1980,79,7.245655068,0.26312881,4.215641782
39035156101,2000,21,5.874930731,0.099716314,7.914111509
39035156101,2010,190,7.409136444,0.910804295,1.6846
39035156102,1970,8,7.147559271,0.002132499,7.441347471
39035156102,1980,138,8.727292029,0.108906542,4.34960286
39035156102,1990,86,6.923628628,0.070365117,6.367661441
39035156102,2000,68,7.216709487,0.07509701,7.178242998
39035156102,2010,284,7.859413155,0.281624501,3.9447
39035160100,1970,15,6.678342115,0.005970149,8.130472549
39035160100,1980,270,7.954021087,0.48625467,2.320656166
39035160100,1990,76,7.126087273,0.058219069,5.430307166
39035160100,2000,69,7.224753406,0.083665316,5.2082218
39035160100,2010,223,7.425953657,0.025249868,4.0027
39035160200,1970,29,7.04053639,0.010912698,5.087608026
39035160200,1980,239,8.860357273,0.089331478,4.835117626
39035160200,1990,108,7.472500745,0.058242052,5.429464514
39035160200,2000,97,7.570958583,0.083699335,5.20640041
39035160200,2010,390,7.385851078,0.021861544,4.0662
39035160300,1970,12,6.803505258,0.007215007,5.401005274
39035160300,1980,83,7.370860167,0.529909864,2.654682458
39035160300,1990,94,7.344072851,0.024644834,6.84417352
39035160300,2000,109,7.804659297,0.049497145,7.317029242
39035160300,2010,227,7.387090236,0.093866486,2.0585
39035160400,1970,59,7.452402451,0.010311363,5.262698429
39035160400,1980,480,9.134430778,0.078288679,5.287079831
39035160400,1990,157,7.520234556,0.049148909,4.273997211
39035160400,2000,148,7.577121931,0.07378186,4.675996187
39035160400,2010,128,7.525639975,0.060894142,4.1107
39035160500,1970,55,7.516433303,0.005337319,5.441360404
39035160500,1980,200,8.528726427,0.129279646,5.096279075
39035160500,1990,219,7.854381211,0.049148909,4.273997237
39035160500,2000,207,7.911324019,0.073781869,4.675996327
39035160500,2010,318,8.104703468,0.083345105,3.0252
39035160601,1970,168,7.765569081,0.005767801,4.918495131
39035160601,1980,208,8.97157544,0.084723481,4.984853632
39035160601,1990,24,6.508769137,0.018733535,7.424210183
39035160601,2000,28,6.909753282,0.040124584,8.479597729
39035160601,2010,99,7.017506143,0.097057532,1.9722
39035160602,1970,197,7.920446505,0.005767926,4.918382046
39035160602,1980,216,8.861775311,0.266659938,3.755917446
39035160602,1990,43,7.096721378,0.018733535,7.424210318
39035160602,2000,51,7.497761701,0.040124581,8.479597988
39035160602,2010,1,4.317488114,0.142636258,0.8036
39035160700,1970,19,6.799055862,0.00798722,4.640970246
39035160700,1980,193,8.393216012,0.060818557,7.918725857
39035160700,1990,37,6.940222469,0.018740896,7.423350754
39035160700,2000,84,7.669961995,0.038283455,7.489935301
39035160700,2010,119,7.694848072,0.051112337,6.4633
39035160800,1970,23,6.632001777,0.001973947,4.2567042
39035160800,1980,222,8.097730574,0.063960235,10.15675195
39035160800,1990,23,6.476972363,0.018735849,7.420286097
39035160800,2000,53,7.206377291,0.038277511,7.488389049
39035160800,2010,182,7.946971358,0.033095874,4.6115
39035160900,1970,33,7.532623619,0.003422053,5.764163175
39035160900,1990,25,6.257667588,0.016846361,7.498077021
39035160900,2000,42,7.105786129,0.041385383,8.66469951
39035160900,2010,147,6.845879875,0.030538051,4.4417
39035161000,1970,15,6.745236349,0.003247925,5.581259387
39035161000,1980,85,7.9683195,0.064629189,6.511509049
39035161000,1990,52,6.915723449,0.0129348,4.791239662
39035161000,2000,131,7.392031568,0.038231469,5.673264045
39035161000,2010,158,7.201916318,0.02818748,5.4701
39035161100,1970,52,7.512617545,0.001569184,5.655474359
39035161100,1980,178,8.337827262,0.097110519,5.635128142
39035161100,1990,327,7.9490915,0.065001949,3.41648525
39035161100,2000,265,7.984121959,0.224906663,3.50811514
39035161100,2010,294,7.44716836,0.023639191,4.1635
39035161200,1970,33,7.361375429,0.006261931,5.290525855
39035161200,1980,16,6.81014245,0.109553383,4.570530037
39035161200,1990,39,7.329093736,0.062568944,6.621572127
39035161200,2000,50,7.329093736,0.085981996,5.943035406
39035161200,2010,193,7.146772179,0.02145749,4.3629
39035161300,1970,17,7.25981961,0.009683813,5.00456417
39035161300,1980,128,7.666221926,0.120092366,3.701080982
39035161300,1990,52,6.756932389,0.039677218,6.874579159
39035161300,2000,51,6.97354302,0.076219275,7.118933855
39035161300,2010,206,7.237778192,0.188277512,3.3098
39035161400,1970,26,7.423568444,0.005079155,5.365201332
39035161400,1980,147,8.389132521,0.127939227,4.997623641
39035161400,1990,83,7.239214974,0.039774145,6.883111625
39035161400,2000,82,7.457032089,0.076353264,7.122264985
39035161400,2010,299,7.748460024,0.020134228,4.7994
39035161500,1970,53,7.625595072,0.006358228,5.438850462
39035161500,1980,6,6.259581464,0.391359585,4.747980357
39035161500,1990,139,7.470224136,0.011766951,3.721894263
39035161500,2000,226,7.595889918,0.035783158,4.429807231
39035161500,2010,108,7.135687347,0.026323081,5.1924
39035161600,1970,32,6.90475077,0.002772964,4.888555078
39035161600,1980,83,7.250635512,0.099143207,7.08616422
39035161600,1990,131,7.60638739,0.024172555,5.082410874
39035161600,2000,274,7.880804345,0.038971284,5.337652144
39035161600,2010,134,7.11395611,0.190686608,3.9567
39035161700,1970,33,7.021976423,0.008193801,4.728502942
39035161700,1980,339,8.166216269,0.086347714,6.677269934
39035161700,1990,94,7.324489979,0.08343998,4.191210781
39035161700,2000,136,7.467371067,0.069767442,5.284292796
39035161700,2010,152,7.379008128,0.109436069,4.2222
39035161800,1970,46,6.694562059,0.007189436,3.027171411
39035161800,1980,181,8.193400232,0.103087031,6.50675114
39035161800,1990,83,7.151485464,0.017867778,4.992776598
39035161800,2000,89,7.307202315,0.021276596,5.543974957
39035161800,2010,141,7.212294469,0.126595378,3.6964
39035170101,1970,14,7.149131599,0.001864288,7.795396509
39035170101,1980,95,7.193685818,0.054494829,8.264520716
39035170101,1990,78,7.61085279,0.055318284,5.475909855
39035170101,2000,96,7.720461695,0.097173145,5.442040202
39035170101,2010,222,7.43838353,0.180882353,3.0653
39035170102,1970,23,7.681560363,0.001858579,7.799915542
39035170102,1980,132,8.047509511,0.061849448,13.11265891
39035170102,1990,101,7.750614733,0.044511759,5.669717206
39035170102,2000,120,7.900636613,0.071547832,6.3117021
39035170102,2010,995,8.174984533,0.047168272,4.0128
39035170201,1970,41,7.315883505,0.003791709,8.163030545
39035170201,1980,66,7.455876687,0.902707101,2.141123263
39035170201,1990,322,7.725771442,0.240696924,3.528466566
39035170201,2000,240,7.70210434,0.383669131,3.239096385
39035170201,2010,363,7.920083199,0.16110938,3.5776
39035170202,1970,25,6.799055862,0.003811671,8.157809353
39035170202,1980,55,7.875499292,0.262006086,3.42539673
39035170202,1990,180,7.462789157,0.085534591,3.138909313
39035170202,2000,108,7.531016332,0.237973246,2.955617285
39035170202,2010,334,7.929486523,0.24046875,3.5425
39035171102,1970,15,7.694848072,0.002764692,6.261096544
39035171102,1980,140,8.58316818,0.134392873,5.291586831
39035171102,1990,43,7.038783541,0.037283109,6.898684361
39035171102,2000,71,7.397561536,0.086780455,5.763053383
39035171102,2010,307,7.562161631,0.05823389,3.2595
39035171103,1970,24,7.631431665,0.005956752,6.242882875
39035171103,1980,859,8.842893331,0.251461979,3.694821127
39035171103,1990,54,7.24636808,0.037281144,6.899039064
39035171103,2000,87,7.604894481,0.086774306,5.763026917
39035171103,2010,210,7.339537695,0.144465806,3.2042
39035171104,1970,20,7.465082736,0.006074077,6.242943785
39035171104,1980,83,8.472405009,0.11849202,5.38331585
39035171104,1990,67,7.632401127,0.031723143,7.146738487
39035171104,2000,127,8.019612794,0.069659864,6.438694697
39035171104,2010,249,7.873217055,0.061942517,3.6557
39035171203,1970,11,6.972606251,0.045739891,6.3325147
39035171203,1980,244,7.146772179,0.558651036,1.863936665
39035171203,1990,131,7.976938757,0.031211562,5.31480828
39035171203,2000,146,7.978996371,0.074669639,5.673264045
39035171203,2010,1008,7.763021309,0.03071919,4.0302
39035171204,1970,11,6.91968385,0.045431853,6.329581331
39035171204,1980,24,6.410174882,0.88820912,2.030198554
39035171204,1990,101,6.967909202,0.129189477,5.752895171
39035171204,2000,90,7.148345744,0.010818462,6.475702128
39035171204,2010,188,7.237778192,0.046550569,3.9031
39035171205,1970,11,6.954638865,0.045740002,6.33252388
39035171205,1980,211,9.007489524,0.151309175,3.948470851
39035171205,1990,85,6.826545224,0.005691925,6.072842582
39035171205,2000,58,7.104965448,0.011051304,6.759095843
39035171205,2010,220,7.476472381,0.054580897,4.0568
39035171206,1970,11,6.952728645,0.045735872,6.332682442
39035171206,1980,160,7.940939762,0.098340994,5.153869889
39035171206,1990,178,7.13009851,0.011150048,5.61370281
39035171206,2000,176,7.275864601,0.019202793,5.295823199
39035171206,2010,263,7.800982071,0.063064759,3.9567
39035172101,1970,49,7.141245122,0.005275358,6.073942471
