TRTID10,decade,R_VAC,HU_ln,P_NONWHT,a_hinc
39035116600,2010,487,7.861341796,0.367420165,3.2964
39035116700,1970,64,7.192934221,0.97067807,4.737738349
39035116700,1980,3,7.26961675,0.038894322,6.441036507
39035116700,1990,87,6.862757913,0.319218568,2.352823606
39035116700,2000,197,6.898714534,0.455049945,2.884594103
39035116700,2010,354,7.745002804,0.320107858,4.0403
39035116800,1970,176,7.893572074,0.966822483,4.281623428
39035116800,1980,15,7.552762084,0.032825862,6.906380907
39035116800,1990,81,7.44132039,0.086608944,4.438159047
39035116800,2000,96,7.536363938,0.162009512,4.79596276
39035116800,2010,255,7.850882665,0.510782866,3.8322
39035116900,1970,145,7.634337236,0.594162613,4.419538457
39035116900,1980,0,7.301822342,0.035032474,7.712400851
39035116900,1990,76,7.476472381,0.095839686,5.181642444
39035116900,2000,126,7.671360923,0.123036649,4.961070076
39035116900,2010,260,8.000684785,0.501562944,3.3248
39035117101,1970,42,7.100851909,0.093537683,4.776895764
39035117101,1980,0,6.59441346,0.013367831,8.300076734
39035117101,1990,101,7.387709239,0.092698232,3.120571068
39035117101,2000,128,7.845807503,0.138024357,2.815042953
39035117101,2010,408,7.857867559,0.056457304,3.1994
39035117102,1970,44,7.161622003,0.09481436,4.779251322
39035117102,1980,4,7.237059026,0.033659723,8.578264953
39035117102,1990,123,7.650168701,0.076752619,7.502704297
39035117102,2000,112,7.979338895,0.138279933,5.282330153
39035117102,2010,475,7.880426344,0.160780357,3.8229
39035117201,1970,53,6.884486652,0.003735525,4.622070282
39035117201,1980,3,7.095064377,0.038238135,8.457574811
39035117201,1990,81,7.288244401,0.090187719,5.736243636
39035117201,2000,182,7.920809679,0.14481409,6.919910153
39035117201,2010,189,7.122059882,0.320189742,3.5724
39035117202,1970,83,7.481555702,0.004126898,4.767532692
39035117202,1980,3,6.954638865,0.027714957,7.905956001
39035117202,1990,44,7.180069874,0.069911224,8.001433592
39035117202,2000,85,7.719129841,0.108092811,8.010771488
39035117202,2010,430,8.078688229,0.128487124,4.4398
39035117300,1970,127,7.617267814,0.311921801,4.476775694
39035117300,1980,5,6.71417053,0.041217297,6.866317731
39035117300,1990,37,7.012115294,0.069911224,8.0014334
39035117300,2000,72,7.552237288,0.108092814,8.010771508
39035117300,2010,286,7.845416037,0.103267766,4.6332
39035117400,1970,25,6.721425701,0.006004945,4.712084258
39035117400,1980,9,7.396335294,0.026686171,8.017381414
39035117400,1990,113,7.412764017,0.270676692,2.275987692
39035117400,2000,100,7.436027816,0.370770841,2.662815479
39035117400,2010,304,8.013674143,0.083143355,4.7303
39035117500,1970,58,7.449498005,0.006592939,4.912188131
39035117500,1980,12,7.434847875,0.029597488,7.201293423
39035117500,1990,132,7.820037989,0.070061628,5.093550764
39035117500,2000,145,7.995980475,0.155969831,5.307476512
39035117500,2010,376,8.092851028,0.099047871,5.3946
39035117600,1970,28,7.228388452,0.00483937,5.361609653
39035117600,1980,13,7.552762084,0.028488126,6.411770135
39035117600,1990,176,7.665284718,0.165812515,3.383668793
39035117600,2000,168,7.935587386,0.259979174,3.526623596
39035117600,2010,249,7.605392365,0.268841912,3.5151
39035117700,1970,50,7.805474625,0.004495104,5.198375042
39035117700,1980,14,7.199678346,0.034298962,5.991189122
39035117700,1990,68,6.863803391,0.178740227,4.055068041
39035117700,2000,127,7.284134806,0.260491043,4.426372748
39035117700,2010,435,8.136518252,0.443105236,2.3794
39035117800,1970,37,7.111512116,0.005711451,5.08986744
39035117800,1980,8,7.486613313,0.025085488,8.03841523
39035117800,1990,133,7.53796266,0.178740227,4.055068056
39035117800,2000,249,7.958227192,0.26049102,4.426372543
39035117800,2010,234,7.604894481,0.152095299,4.5317
39035117900,1970,37,7.371489295,0.015139208,4.699463232
39035117900,1980,2,6.86171134,0.031771449,6.394432204
39035117900,1990,68,7.273786318,0.134871605,5.157133243
39035117900,2000,144,7.660114319,0.158234227,5.372734382
39035117900,2010,223,7.412764017,0.1947382,3.9279
39035118101,1970,184,7.604396349,0.827063555,3.466984722
39035118101,1980,10,7.515889085,0.036721514,6.409103672
39035118101,1990,56,7.017506143,0.055131761,5.918939097
39035118101,2000,53,7.134890852,0.074417119,6.214217438
39035118101,2010,388,7.525100746,0.344771242,3.4787
39035118200,1970,78,7.386470849,0.992807049,3.933406918
39035118200,1980,22,7.273092596,0.058884831,5.934099027
39035118200,1990,83,7.392031568,0.013492872,5.32903326
39035118200,2000,173,7.708859601,0.028742068,5.948279353
39035118200,2010,289,7.664815785,0.343178622,4.169
39035118301,1970,205,7.896180609,0.965138037,2.720009846
39035118301,1980,40,7.339537695,0.037490071,4.961952324
39035118301,1990,83,7.096721378,0.038095446,6.319805144
39035118301,2000,67,7.328437353,0.054381443,6.283523258
39035118301,2010,169,7.470224136,0.175468075,4.9545
39035118400,1970,44,7.176254532,0.98879203,4.344312145
39035118400,1980,8,7.018401799,0.042842745,6.360270601
39035118400,1990,61,7.270312886,0.049840933,5.171359419
39035118400,2000,107,7.418780883,0.088172043,5.609968818
39035118400,2010,254,7.599401333,0.487289873,3.0625
39035118500,1970,118,7.150701458,0.990959317,2.652712903
39035118500,1980,10,7.478169694,0.024619533,6.834868733
39035118500,1990,81,7.299121463,0.099553128,5.93313429
39035118500,2000,167,7.715123604,0.166010733,5.519932584
39035118500,2010,277,7.713784617,0.907271392,1.5398
39035118602,1970,118,7.163946684,0.880774032,2.149971627
39035118602,1980,13,7.498315871,0.039699945,6.983752994
39035118602,1990,107,7.168579897,0.014805678,5.162447013
39035118602,2000,107,7.381501895,0.03781926,5.488529888
39035118602,2010,201,7.386470849,0.385699899,4.0812
39035118700,1970,162,7.166265974,0.289461983,0.647980279
39035118700,1980,12,7.335633982,0.025066463,6.857053252
39035118700,1990,155,7.751475318,0.018421497,4.987292123
39035118700,2000,151,7.993282328,0.036366067,4.938622429
39035118700,2010,388,8.000014094,0.626115407,2.8182
39035118800,1970,106,7.430707083,0.139517607,2.75655682
39035118800,1980,2,7.183870715,0.021871726,7.163296204
39035118800,1990,143,7.472500745,0.024861212,4.235085229
39035118800,2000,155,7.598399329,0.032734275,4.644103281
39035118800,2010,570,8.063692634,0.652979755,2.6066
39035118900,1970,540,8.111027838,0.876231035,1.963552007
39035118900,1980,4,7.295735073,0.025417113,7.502361139
39035118900,1990,211,7.498315871,0.523606092,1.899637504
39035118900,2000,189,7.422373701,0.539311651,1.530264265
39035118900,2010,343,7.583756301,0.508056872,3.3939
39035119100,1970,55,6.415096959,0.515846597,1.890152281
39035119100,1980,7,7.487733761,0.014294692,6.582120113
39035119100,1990,14,6.721425701,0.139053254,1.444258195
39035119100,2000,31,6.74051936,0.169045005,1.432388643
39035119100,2010,159,7.469083885,0.343802851,4.0434
39035119202,1970,47,6.535241271,0.355431719,1.036211372
39035119202,1980,12,7.323830566,0.016455941,6.621768685
39035119202,1990,100,7.026426809,0.068836513,4.632011988
39035119202,2000,145,7.44132039,0.094970703,5.140651883
39035119202,2010,239,7.734996194,0.227772926,4.4335
39035119300,1970,179,7.788211558,0.389445997,2.70862097
39035119300,1980,14,6.894670039,0.021953544,6.191755063
39035119300,1990,59,7.509883061,0.031433014,6.311444577
39035119300,2000,63,7.5416831,0.051904656,5.816414297
39035119300,2010,222,7.555905094,0.105671771,3.9623
39035119401,1970,67,7.436027816,0.033080634,3.944291952
39035119401,1980,6,6.665683718,0.03938221,5.935601333
39035119401,1990,110,7.363279587,0.025530423,3.403652066
39035119401,2000,113,7.268920128,0.051161423,4.191100813
39035119401,2010,202,7.762170607,0.3231402,3.9675
39035119402,1970,37,6.854354502,0.033080634,3.944291663
39035119402,1980,12,7.541152455,0.017223007,6.563841185
39035119402,1990,126,6.756932389,0.038583133,3.225795424
39035119402,2000,88,6.688354714,0.085194805,3.567471097
39035119402,2010,205,7.658699558,0.162992126,3.4987
39035119501,1970,64,7.579678823,0.040022338,4.846473862
39035119501,1980,19,7.676009932,0.025598449,8.463584329
39035119501,1990,84,7.061334367,0.04901711,3.710876451
39035119501,2000,81,7.097548851,0.055366848,4.006244404
39035119501,2010,241,7.610357618,0.119983278,2.7468
39035119502,1970,42,7.148345744,0.040022338,4.846473888
39035119502,1980,4,7.369600721,0.026649313,7.624627857
39035119502,1990,64,7.272398393,0.052009919,5.287316993
39035119502,2000,67,7.208600338,0.183910346,4.925742508
39035119502,2010,280,7.831220215,0.035763411,3.2881
39035119600,1970,88,7.387709239,0.264119601,4.550138959
39035119600,1980,4,7.236339343,0.022880491,6.811731858
39035119600,1990,66,7.268920128,0.070521667,5.275903853
39035119600,2000,84,7.524021415,0.105778099,4.58792254
39035119600,2010,262,7.910590612,0.100265916,4.3057
39035119701,1970,77,7.28756064,0.654918033,4.278489452
39035119701,1980,0,6.993932975,0.020248043,6.749383654
39035119701,1990,64,7.233455419,0.070521667,5.27590382
39035119701,2000,82,7.488852956,0.10577807,4.587922731
39035119701,2010,315,7.923710334,0.29367284,2.4017
39035119702,1970,78,7.296413269,0.654918033,4.278489225
39035119702,1980,29,7.31521839,0.025595581,7.99684893
39035119702,1990,157,7.728855824,0.065386361,3.739334298
39035119702,2000,159,7.703007682,0.11090535,4.033844067
39035119702,2010,276,7.672757897,0.083675676,3.5091
39035119800,1970,94,7.781555959,0.981989962,3.667276486
39035119800,1980,1,7.036148494,0.028564715,7.326292211
39035119800,1990,364,7.387090236,0.237057221,1.965952921
39035119800,2000,268,7.241366283,0.257946657,2.528619784
39035119800,2010,109,6.801283034,0.491845056,1.7384
39035119900,1970,22,7.36707706,0.977125693,4.458971426
39035119900,1980,6,7.127693699,0.028869068,7.228388454
39035119900,1990,207,7.379632153,0.066819522,2.505985896
39035119900,2000,250,7.333676396,0.112880886,2.897719276
39035119900,2010,192,6.91968385,0.812554873,2.3333
39035120200,1970,163,7.438971592,0.530669324,4.359498431
39035120200,1980,16,7.339537695,0.018790369,8.065206692
39035120200,1990,307,7.074963198,0.086755394,2.145567332
39035120200,2000,164,6.855408799,0.128151261,2.10726493
39035120200,2010,95,6.685860947,0.748757592,3.2076
39035120400,1970,125,7.542743545,0.533168616,4.223707976
39035120400,1980,37,7.727975542,0.34354515,5.553056879
39035120400,1990,182,7.74543561,0.046168401,3.736013322
39035120400,2000,204,7.751475318,0.075588122,3.669651182
39035120400,2010,244,7.482118924,0.640299952,2.2112
39035120500,1970,61,7.284134806,0.754608914,4.619772973
39035120500,1980,7,7.40731771,0.021905491,7.577166234
39035120500,1990,65,7.092573716,0.037674078,4.098380483
39035120500,2000,48,7.113142109,0.066641984,4.148658665
39035120500,2010,224,7.565793282,0.287300922,4.0193
39035120600,1970,84,7.632401127,0.948308965,4.124853137
39035120600,1990,43,7.347299701,0.055662651,4.527810154
39035120600,2000,75,7.383368147,0.065544504,4.527571371
39035120600,2010,306,8.33302994,0.211992403,7.1583
39035120701,1970,50,7.089243155,0.912400914,4.594170137
39035120701,1980,1,2.302585093,0.254073652, 
39035120701,1990,133,7.360103973,0.041285528,3.740213167
39035120701,2000,115,7.398174093,0.065112312,3.886645865
39035120701,2010,249,8.171882006,0.203141735,6.7925
39035120702,1970,51,7.105786129,0.912400914,4.594170224
39035120702,1990,103,7.006695227,0.105965172,3.458712981
39035120702,2000,98,6.946975992,0.094108343,4.187298193
39035120702,2010,183,7.965198291,0.252996845,4.0092
39035120801,1970,28,7.252762418,0.970471255,4.208538075
39035120801,1980,41,6.896694332,0.949061662,1.830634141
39035120801,1990,16,6.161207322,0.036981132,7.130114166
39035120801,2000,18,6.343880434,0.060321714,7.121449095
39035120801,2010,88,7.925157512,0.118993482,7.7188
39035120802,1970,28,7.252762418,0.970471255,4.20853848
39035120802,1980,48,8.45723085,0.709567626,2.031099712
39035120802,1990,49,6.855408799,0.026759984,4.790714128
39035120802,2000,74,6.884486652,0.057514694,4.857786004
39035120802,2010,157,7.648263031,0.107019563,6.6707
39035121100,1970,39,7.105786129,0.858148893,4.61017992
39035121100,1980,43,6.52649486,0.220693608,3.752912697
39035121100,1990,84,6.741700695,0.068433443,3.669741362
39035121100,2000,75,6.765038977,0.06222001,3.543183393
39035121100,2010,71,7.442492723,0.126492702,9.748
39035121200,1970,64,6.985641818,0.849008499,4.660262119
39035121200,1980,45,7.821643126,0.905527358,2.061497858
39035121200,1990,82,6.993015123,0.027554535,3.422550768
39035121200,2000,82,6.958448393,0.03493266,3.580473604
39035121200,2010,192,8.107720062,0.198826597,6.7644
39035121300,1970,90,7.362010551,0.26651841,4.391867782
39035121300,1980,68,5.843544417,0.178860075,6.618835381
39035121300,1990,44,6.935370446,0.015447675,4.838961235
39035121300,2000,51,7.053585727,0.024798363,5.270529401
39035121300,2010,29,6.754604099,0.121900826,9.2643
39035121401,1970,43,7.008505182,0.675424693,4.788521857
39035121401,1980,106,8.164225652,0.737852496,2.738314217
39035121401,1990,76,7.356918242,0.017190509,5.652510551
39035121401,2000,79,7.490529402,0.029497685,6.105351831
39035121401,2010,33,6.439350371,0.241843972,6.8269
39035121403,1970,51,7.226936018,0.714164673,4.833303516
39035121403,1990,164,7.289610521,0.014867774,3.740665699
39035121403,2000,148,7.286876412,0.029033219,4.507276703
39035121403,2010,55,7.142036575,0.189066059,5.0189
39035121500,1970,38,7.341483852,0.856263229,5.439431005
39035121500,1980,4,6.993015123,0.328155333,3.275978369
39035121500,1990,415,8.007367068,0.096538354,2.550453033
39035121500,2000,386,7.917900586,0.127617791,3.258822042
39035121500,2010,162,8.181720455,0.230408573,4.7168
39035121700,1970,9,7.509883061,0.940882732,6.970439234
39035121700,1980,9,7.659171368,0.936132537,1.481604867
39035121700,1990,346,7.625595072,0.00742822,3.302365967
39035121700,2000,392,7.804659297,0.027995972,3.923813411
39035121700,2010,116,7.440146681,0.245057471,3.7857
39035121800,1970,5,6.64509097,0.925872616,6.807382078
39035121800,1980,94,7.610357618,0.529654291,2.707589781
39035121800,1990,111,7.19142933,0.017129696,3.387588416
39035121800,2000,155,7.486052618,0.038653907,4.518126017
39035121800,2010,161,7.823245691,0.237881059,4.3066
39035121900,1970,7,6.450470422,0.875354108,5.516586851
39035121900,1990,119,7.268920128,0.017129696,3.387588213
39035121900,2000,167,7.563719668,0.038653907,4.518126213
39035121900,2010,17,3.583518938,0.586582444,3.225
39035122100,1970,12,7.175489714,0.914179872,6.880490493
39035122100,1980,17,7.470224136,0.053237419,3.244361507
39035122100,1990,166,7.944846711,0.044377226,4.025001911
39035122100,2000,249,8.030084094,0.079213908,3.7991856
39035122100,2010,188,8.13739583,0.459286368,3.9552
39035122200,1970,12,6.778784898,0.972310931,4.246784485
39035122200,1980,54,6.967909202,0.829389311,1.605279091
39035122200,1990,214,7.440733707,0.229521492,2.341456609
39035122200,2000,217,7.409741954,0.255387303,2.701332342
39035122200,2010,51,6.228511004,0.243776824,2.9844
39035122300,1970,15,6.697034248,0.970777191,6.468976434
39035122300,1980,43,7.590852124,0.280660744,5.063462192
39035122300,1990,170,7.319202459,0.103436543,1.544175376
39035122300,2000,170,7.21964204,0.123138394,1.75006396
39035122300,2010,45,6.720220155,0.116950026,8.1917
39035123100,1970,16,7.114769448,0.00141004,5.9776839
39035123100,1980,55,5.981414211,0.136524835,5.21321347
39035123100,1990,152,7.558516743,0.033879539,2.51832549
39035123100,2000,187,7.594381243,0.043655282,3.199352926
39035123100,2010,137,7.76937861,0.291311755,3.8723
39035123200,1970,14,7.347943823,0.00255695,5.973844227
39035123200,1980,278,7.963460067,0.922572665,2.552521476
39035123200,1990,112,7.183111702,0.057913787,1.878546761
39035123200,2000,102,7.177018766,0.123296776,2.410493227
39035123200,2010,52,6.72982407,0.141753748,7.4071
39035123400,1970,33,7.366445148,0.016553067,6.171333402
39035123400,1980,352,7.931284762,0.859502945,2.026442656
39035123400,1990,153,7.239932591,0.049079755,2.669315314
39035123400,2000,165,7.268920128,0.092055915,2.626629254
39035123400,2010,271,8.464425126,0.29408181,5.2162
39035123501,1970,51,7.61283103,0.006103215,5.313435921
39035123501,1980,7,7.528331767,0.971224467,1.671916051
39035123501,1990,168,7.359467638,0.097204941,2.404346625
39035123501,2000,185,7.452402451,0.096168485,3.377340085
39035123501,2010,109,6.778784898,0.074074074,4.9722
39035123502,1970,25,7.056175284,0.006648766,5.425917483
39035123502,1980,94,6.472346295,0.280660384,2.515212731
39035123502,1990,227,7.277938573,0.005853277,3.060175869
39035123502,2000,200,7.25981961,0.017481348,3.480625283
39035123502,2010,225,7.924795914,0.199596774,5.1591
39035123601,1970,17,6.981005741,0.005004784,5.853664434
39035123601,1980,115,7.684324068,0.864189919,2.510204827
39035123601,1990,200,7.696667082,0.013043478,3.455799311
39035123601,2000,770,8.02975852,0.021938776,3.991524584
39035123601,2010,169,7.811163385,0.10120721,5.0094
39035123602,1970,30,7.552237288,0.005004784,5.853664559
39035123602,1980,122,6.510258341,0.872274143,1.34461844
39035123602,1990,205,7.395721609,0.03783454,3.92847912
39035123602,2000,250,7.629489916,0.047088527,4.561917474
39035123602,2010,194,7.885705391,0.25930166,4.6922
39035123603,1970,20,7.153833802,0.005004784,5.853664017
39035123603,1980,3,7.369600721,0.973566164,1.889977678
39035123603,1990,437,7.304515946,0.024857955,3.951443788
39035123603,2000,377,7.446585099,0.041909197,4.096157973
39035123603,2010,166,7.612336837,0.220973783,4.25
39035123700,1970,15,7.69211334,0.005631708,6.130471818
39035123700,1980,1,7.579167967,0.914115247,1.780555283
39035123700,1990,158,7.619233416,0.120196858,4.003201812
39035123700,2000,246,7.712890961,0.20559594,3.801148243
39035123800,1970,6,7.01571242,0.024638673,5.31152311
39035123800,1980,397,7.264730178,0.886438808,1.220923551
39035123800,1990,203,7.658227526,0.110452962,4.295069846
39035123800,2000,286,7.734996194,0.159836793,4.079843506
39035123800,2010,281,7.940227765,0.452855051,2.6608
39035123900,1970,24,7.276556403,0.003302666,5.110739882
39035123900,1980,209,6.993932975,0.722281444,1.115507452
39035123900,1990,88,7.124478262,0.014044944,5.372564856
39035123900,2000,128,7.437795122,0.03443294,5.333726858
39035123900,2010,275,7.592870288,0.527444254,4.1141
39035124100,1970,30,7.695757991,0.003786731,5.547931094
39035124100,1980,12,6.444131257,0.55957447,3.637480852
39035124100,1990,135,7.427144133,0.01934041,4.80015372
39035124100,2000,210,7.737180078,0.027145359,5.227498822
39035124100,2010,249,7.733683571,0.220460551,4.7444
39035124201,1970,18,7.215975003,0.002892031,5.596689134
39035124201,1980,243,7.836369761,0.722325068,2.023187546
39035124201,1990,111,7.301822342,0.026664544,6.098687121
39035124201,2000,139,7.678326357,0.049515608,5.78280404
39035124201,2010,118,7.058758153,0.648351648,3.2569
39035124202,1970,9,6.51174533,0.002892031,5.596689008
39035124202,1980,106,7.744569809,0.884474734,2.63490119
39035124202,1990,114,7.189922171,0.070840474,4.798559343
39035124202,2000,115,7.449498005,0.055370722,4.765664463
39035124202,2010,140,7.476472381,0.727121464,3.523
39035124300,1970,12,7.497207223,0.012108262,5.964361982
39035124300,1980,243,7.508238775,0.866737741,1.750758325
39035124300,1990,2696,8.199464198,0.016910327,6.049464517
39035124300,2000,3739,8.587651655,0.020264602,6.36320835
39035124300,2010,159,7.289610521,0.468237999,3.5423
39035124500,1970,16,7.284820913,0.00226886,6.082824282
39035124500,1980,62,7.357556201,0.51229823,1.518392214
39035124500,1990,3236,8.487558386,0.015526263,5.075859519
39035124500,2000,4277,8.793308627,0.033333115,5.057832498
39035124500,2010,209,7.168579897,0.712806351,3.1159
39035124600,1970,30,7.479864131,0.00992354,5.687539354
39035124600,1980,12,4.828313737,0.200668903,5.585800449
39035124600,1990,840,7.33823815,0.013514943,4.13543438
39035124600,2000,1023,7.570443252,0.022135417,4.553944382
39035124600,2010,57,6.687108608,0.73551263,2.6328
39035126100,1970,46,7.647308832,0.0307286,5.212546843
39035126100,1980,172,8.467582691,0.267893427,2.193205418
39035126100,1990,659,7.477038472,0.012688304,3.926922838
39035126100,2000,787,7.509883061,0.029792238,3.87536067
39035126100,2010,300,7.714231145,0.356137608,4.0572
39035127501,1970,100,7.758760544,0.497389093,4.262741998
39035127501,1980,108,6.831953566,0.097959185,4.244687491
39035127501,1990,139,6.946975992,0.018154358,3.512590183
39035127501,2000,203,7.344072851,0.052548773,3.305335631
39035127501,2010,216,7.3524411,0.363027087,3.3185
39035130103,1970,15,7.0800265,0.000777346,10.50460152
39035130103,1980,358,8.238272625,0.580904672,1.794577335
39035130103,1990,657,7.310550159,0.016448895,3.82032278
39035130103,2000,748,7.646353722,0.027050377,4.670195658
39035130103,2010,394,7.920446505,0.281669633,4.2321
39035130104,1970,17,7.177018766,0.000777346,10.50460127
39035130104,1980,180,6.841615476,0.796776736,1.950573178
39035130104,1990,2088,8.051659557,0.015552753,3.05955826
39035130104,2000,2332,8.251924714,0.024175824,3.939269222
39035130104,2010,510,8.13973228,0.386518881,3.959
39035130105,1970,16,7.025538315,0.001201136,7.746064639
39035130105,1980,106,7.049254841,0.570264763,2.427324221
39035130105,1990,551,7.668093709,0.009650181,3.601476309
39035130105,2000,603,7.951911382,0.033407956,4.076531546
39035130105,2010,184,7.577121931,0.515824085,2.4
39035130106,1970,23,7.417580402,0.001201136,7.746064362
39035130106,1980,62,7.102499356,0.144037166,4.116889078
39035130106,1990,119,6.951772164,0.013210568,3.691796019
39035130106,2000,163,7.125283092,0.025330004,3.961103622
39035130106,2010,325,7.763021309,0.288422226,3.9583
39035131102,1970,134,7.388946098,0.052443094,11.35481094
39035131102,1980,186,8.580167991,0.301557995,2.409045453
39035131102,1990,1718,7.847371836,0.012794251,3.26137721
39035131102,2000,2161,8.136810864,0.022089071,4.127069659
39035131102,2010,384,7.888334501,0.150509366,3.5401
39035131103,1970,68,6.697034248,0.024192711,11.83280613
39035131103,1980,81,7.6118424,0.275681624,3.743147279
39035131103,1990,1654,7.802209316,0.006225076,3.491711915
39035131103,2000,1655,7.92732436,0.027164667,4.902558844
39035131103,2010,307,7.704811923,0.318869427,3.7765
39035131104,1970,50,6.401917197,0.024077316,11.8411777
39035131104,1980,224,8.363342467,0.392497199,2.705762912
39035131104,1990,127,7.31521839,0.010309827,4.349017833
39035131104,2000,204,7.647308832,0.02620262,5.001058899
39035131104,2010,178,7.284820913,0.347610342,3.5523
39035132100,1970,52,7.652545693,0.002658789,6.469884062
39035132100,1980,173,8.16251625,0.713577114,2.13511386
39035132100,1990,55,6.845879875,0.002845528,4.802368291
39035132100,2000,55,7.070724107,0.011791709,4.856559306
39035132100,2010,430,8.035602693,0.112576346,4.9179
39035132200,1970,13,7.21303166,0.006408789,6.407230364
39035132200,1980,22,7.218176838,0.210354489,4.272230943
39035132200,1990,250,7.418180823,0.009639777,3.961555376
39035132200,2000,213,7.505492275,0.014601978,4.633431411
39035132200,2010,388,7.868636894,0.270102177,4.755
39035132301,1970,29,7.260522598,0.00186888,5.967298833
39035132301,1980,73,7.520234556,0.508274235,2.540502568
39035132301,1990,73,7.521859252,0.024179376,4.342891088
39035132301,2000,189,7.833996342,0.042847158,4.574432402
39035132301,2010,190,7.346655163,0.705835118,2.6613
39035132302,1970,13,6.492239835,0.002305261,5.962491993
39035132302,1980,79,9.076580382,0.173992674,5.167641596
39035132302,1990,94,7.758333467,0.013810316,4.229257976
39035132302,2000,147,8.067462667,0.034916214,5.355683781
39035132302,2010,164,7.472500745,0.741634072,2.4126
39035133103,1970,79,7.177782416,0.015846283,6.106232141
39035133103,1980,58,6.091309882,0.215240641,3.595915344
39035133103,1990,109,7.414572881,0.026995205,4.915113845
39035133103,2000,252,7.700747795,0.047134296,5.103732171
39035133103,2010,88,6.882437471,0.693140794,2.4023
39035133104,1970,88,7.29301768,0.015846283,6.106231972
39035133104,1980,135,7.312553498,0.137103009,3.58915465
39035133104,1990,84,7.425357887,0.034223023,6.188415449
39035133104,2000,98,7.504391559,0.066589076,5.910253163
39035133104,2010,93,7.226936018,0.453211009,3.5909
39035134100,1970,3,5.92157842,0.279214826,6.950115972
39035134100,1980,204,8.389587067,0.260638305,4.469291394
39035134100,1990,135,7.013915475,0.138369267,2.739705708
39035134100,2000,120,7.022868086,0.136684996,2.661834157
39035134100,2010,187,7.661056382,0.980473275,2.0833
39035134203,1970,16,6.994849986,0.010742666,6.687528797
39035134203,1980,272,8.010027528,0.103362391,3.536321459
39035134203,1990,122,7.17930797,0.182863114,2.448743407
39035134203,2000,121,7.104144093,0.242018132,2.99106747
39035134203,2010,79,6.827629235,0.811603868,2.1051
39035134204,1970,17,7.057036982,0.011077544,6.746049835
39035134204,1980,142,8.077447149,0.094741149,5.440821816
39035134204,1990,169,7.129297549,0.176523702,1.96029721
39035134204,2000,174,7.115582126,0.17806841,2.138544548
39035134204,2010,62,6.884486652,0.693893427,2.9778
39035134205,1970,7,6.865891075,0.006690562,7.295502943
39035134205,1980,79,7.338888134,0.136720755,5.54045346
39035134205,1990,93,7.418780883,0.035054857,4.841615421
39035134205,2000,128,7.362010551,0.072636193,4.559218984
39035134205,2010,230,7.554858521,0.382095062,3.498
39035134206,1970,10,7.267525428,0.006690562,7.295503721
39035134206,1980,128,7.77569575,0.120409902,5.024666317
39035134206,1990,63,7.584773078,0.029489196,6.543159876
39035134206,2000,94,7.78113851,0.062056836,5.970907496
39035134206,2010,127,7.054449658,0.785280457,1.9094
39035134300,1970,42,7.261225092,0.056159001,1.084355307
39035134300,1980,67,7.60190196,0.12961911,5.588054009
39035134300,1990,156,7.731053144,0.059832636,4.443660263
39035134300,2000,198,7.910957383,0.109730849,3.97741809
39035134300,2010,151,7.13009851,0.775416743,2.2407
39035135103,1970,2,5.170483995,0.020356791,9.480230422
39035135103,1980,51,6.546785411,0.319502073,3.670032112
39035135103,1990,271,7.592870288,0.259817036,2.078631211
39035135103,2000,183,7.149916836,0.422850412,2.089723811
39035135103,2010,166,7.100851909,0.614142139,2.6179
39035135104,1970,6,6.190315406,0.020356791,9.4802301
39035135104,1980,22,6.80682936,0.151615558,3.794227711
39035135104,1990,48,7.17395832,0.008238636,5.459971116
39035135104,2000,109,7.395721609,0.044654202,4.846378144
39035135104,2010,177,7.705262475,0.317246274,4.8294
39035135105,1970,10,6.651571874,0.020356791,9.48023067
39035135105,1980,63,7.23417718,0.055677363,8.00085555
39035135105,1990,76,6.690842277,0.123156122,2.509600912
39035135105,2000,169,7.268920128,0.213665944,2.995606081
39035135105,2010,216,7.896180609,0.241865347,4.219
39035135106,1970,13,6.972606251,0.020356791,9.480230179
39035135106,1980,69,6.529418838,0.192592597,2.999976467
39035135106,1990,246,7.229838778,0.008865231,3.485393088
39035135106,2000,241,7.198931241,0.014514643,4.110257052
39035135106,2010,180,7.518064181,0.523666093,3.3839
39035136101,1970,27,6.558197803,0.011689785,7.55050707
39035136101,1980,174,8.190908881,0.066405587,5.749808808
39035136101,1990,194,7.26612878,0.027217419,3.702764693
39035136101,2000,218,7.288927695,0.022881103,3.876710136
39035136101,2010,151,7.671360923,0.22260669,3.9953
39035136102,1970,53,7.212294469,0.011689784,7.55050738
39035136102,1980,35,7.811568489,0.047220428,8.030902606
39035136102,1990,229,7.691656823,0.037450032,3.130511357
39035136102,2000,269,7.647308832,0.057614099,3.394390544
39035136102,2010,188,7.627057417,0.444918145,3.8837
39035136103,1970,48,7.126890809,0.011689785,7.550508085
39035136103,1980,93,7.77148876,0.100907282,5.402762035
39035136103,1990,256,7.248504072,0.007521256,2.616357537
39035136103,2000,344,7.40671073,0.027042745,2.700841681
39035136103,2010,278,7.717351272,0.138361045,3.3667
39035137101,1970,43,7.654443226,0.005152243,6.229622375
39035137101,1980,18,7.303170051,0.319802269,6.151441809
39035137101,1990,309,7.160069208,0.01994302,2.669658168
39035137101,2000,306,7.230563153,0.065147882,3.093860881
39035137101,2010,307,7.963460067,0.214998488,2.9335
39035137102,1970,20,6.957497371,0.005250343,6.292959558
